기업,구분,항목,Dec-22,Dec-23,Dec-24,2025/12(E),2026/12(E),2027/12(E),23,24,25,26,27
잘만테크,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
잘만테크,연결,당기순이익(억원),13.8,13.95,10.81,,,,1%,-23%,-100%,#DIV/0!,#DIV/0!
잘만테크,연결,  전년동기대비(%),20.84,1.09,-22.51,,,,-95%,-2165%,-100%,#DIV/0!,#DIV/0!
잘만테크,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
장원테크,연결,매출액(억원),666.13,570.33,747.09,,,,-14%,31%,-100%,#DIV/0!,#DIV/0!
장원테크,연결,  전년동기대비(%),-10.81,-14.38,30.99,,,,33%,-316%,-100%,#DIV/0!,#DIV/0!
장원테크,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
장원테크,연결,영업이익(억원),-26.79,-27.85,54.52,,,,4%,-296%,-100%,#DIV/0!,#DIV/0!
장원테크,연결,  전년동기대비(%),적지,적지,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
장원테크,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
장원테크,연결,당기순이익(억원),-279.28,-20.85,47.05,,,,-93%,-326%,-100%,#DIV/0!,#DIV/0!
장원테크,연결,  전년동기대비(%),적지,적지,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
장원테크,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
재영솔루텍,연결,매출액(억원),"1,195.77",861.31,"1,114.16",,,,-28%,29%,-100%,#DIV/0!,#DIV/0!
재영솔루텍,연결,  전년동기대비(%),28.48,-27.97,29.36,,,,-198%,-205%,-100%,#DIV/0!,#DIV/0!
재영솔루텍,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
재영솔루텍,연결,영업이익(억원),54.44,67.1,100.31,,,,23%,49%,-100%,#DIV/0!,#DIV/0!
재영솔루텍,연결,  전년동기대비(%),흑전,23.25,49.49,,,,#VALUE!,113%,-100%,#DIV/0!,#DIV/0!
재영솔루텍,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
재영솔루텍,연결,당기순이익(억원),-117.01,9.76,41.93,,,,-108%,330%,-100%,#DIV/0!,#DIV/0!
재영솔루텍,연결,  전년동기대비(%),적지,흑전,329.61,,,,#VALUE!,#VALUE!,-100%,#DIV/0!,#DIV/0!
재영솔루텍,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
저스템,연결,매출액(억원),460.99,359.34,387.01,,,,-22%,8%,-100%,#DIV/0!,#DIV/0!
저스템,연결,  전년동기대비(%),2.84,-22.05,7.7,,,,-876%,-135%,-100%,#DIV/0!,#DIV/0!
저스템,연결,  컨센서스대비(%),,,7.5,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
저스템,연결,영업이익(억원),71.44,3.11,-46.09,,,,-96%,-1582%,-100%,#DIV/0!,#DIV/0!
저스템,연결,  전년동기대비(%),-0.7,-95.65,적전,,,,13564%,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
저스템,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
저스템,연결,당기순이익(억원),63.22,-33.85,-21.62,,,,-154%,-36%,-100%,#DIV/0!,#DIV/0!
저스템,연결,  전년동기대비(%),10.29,적전,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
저스템,연결,  컨센서스대비(%),,,적지,-,-,-,#DIV/0!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
전방,연결,매출액(억원),"1,249.14",947.72,572.36,,,,-24%,-40%,-100%,#DIV/0!,#DIV/0!
전방,연결,  전년동기대비(%),-6.6,-24.13,-39.61,,,,266%,64%,-100%,#DIV/0!,#DIV/0!
전방,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
전방,연결,영업이익(억원),-350.46,-325.48,-84.83,,,,-7%,-74%,-100%,#DIV/0!,#DIV/0!
전방,연결,  전년동기대비(%),적전,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
전방,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
전방,연결,당기순이익(억원),674.53,-191.94,89.13,,,,-128%,-146%,-100%,#DIV/0!,#DIV/0!
전방,연결,  전년동기대비(%),"42,058.13",적전,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
전방,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
전진건설로봇,연결,매출액(억원),"1,413.21","1,583.70","1,697.86","1,973","2,154","2,286",12%,7%,16%,9%,6%
전진건설로봇,연결,  전년동기대비(%),12.65,12.06,7.21,16.22,9.14,6.14,-5%,-40%,125%,-44%,-33%
전진건설로봇,연결,  컨센서스대비(%),,,2.34,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
전진건설로봇,연결,영업이익(억원),279.24,329.05,313.45,362,405,427,18%,-5%,15%,12%,5%
전진건설로봇,연결,  전년동기대비(%),53.04,17.84,-4.74,15.59,11.69,5.39,-66%,-127%,-429%,-25%,-54%
전진건설로봇,연결,  컨센서스대비(%),,,-6.15,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
전진건설로봇,연결,당기순이익(억원),233.3,289.48,314.05,334,362,365,24%,8%,6%,8%,1%
전진건설로봇,연결,  전년동기대비(%),24.08,24.08,8.49,6.25,8.59,0.74,0%,-65%,-26%,37%,-91%
전진건설로봇,연결,  컨센서스대비(%),,,7.18,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
전진바이오팜,연결,매출액(억원),77.94,156.81,192.73,,,,101%,23%,-100%,#DIV/0!,#DIV/0!
전진바이오팜,연결,  전년동기대비(%),142.5,101.19,22.91,,,,-29%,-77%,-100%,#DIV/0!,#DIV/0!
전진바이오팜,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
전진바이오팜,연결,영업이익(억원),-31.36,-12.45,11.58,,,,-60%,-193%,-100%,#DIV/0!,#DIV/0!
전진바이오팜,연결,  전년동기대비(%),적지,적지,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
전진바이오팜,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
전진바이오팜,연결,당기순이익(억원),-31.13,-64.4,43.46,,,,107%,-167%,-100%,#DIV/0!,#DIV/0!
전진바이오팜,연결,  전년동기대비(%),적지,적지,흑전,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
전진바이오팜,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
정다운,연결,매출액(억원),"1,826.49","1,854.92","1,819.57",,,,2%,-2%,-100%,#DIV/0!,#DIV/0!
정다운,연결,  전년동기대비(%),18.9,1.56,-1.91,,,,-92%,-222%,-100%,#DIV/0!,#DIV/0!
정다운,연결,  컨센서스대비(%),,-1.86,,-,-,-,#DIV/0!,-100%,#VALUE!,#VALUE!,#VALUE!
정다운,연결,영업이익(억원),184.39,357.5,146.96,,,,94%,-59%,-100%,#DIV/0!,#DIV/0!
정다운,연결,  전년동기대비(%),-8.6,93.88,-58.89,,,,-1192%,-163%,-100%,#DIV/0!,#DIV/0!
정다운,연결,  컨센서스대비(%),,-5.17,,-,-,-,#DIV/0!,-100%,#VALUE!,#VALUE!,#VALUE!
정다운,연결,당기순이익(억원),153.2,326.78,117.95,,,,113%,-64%,-100%,#DIV/0!,#DIV/0!
정다운,연결,  전년동기대비(%),37.55,113.3,-63.91,,,,202%,-156%,-100%,#DIV/0!,#DIV/0!
정다운,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
정상제이엘에스,연결,매출액(억원),"1,107.92","1,133.59","1,058.46",,,,2%,-7%,-100%,#DIV/0!,#DIV/0!
정상제이엘에스,연결,  전년동기대비(%),8.93,2.32,-6.63,,,,-74%,-386%,-100%,#DIV/0!,#DIV/0!
정상제이엘에스,연결,  컨센서스대비(%),,,-0.24,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
정상제이엘에스,연결,영업이익(억원),167.26,163.77,101.21,,,,-2%,-38%,-100%,#DIV/0!,#DIV/0!
정상제이엘에스,연결,  전년동기대비(%),-1.53,-2.09,-38.2,,,,37%,1728%,-100%,#DIV/0!,#DIV/0!
정상제이엘에스,연결,  컨센서스대비(%),,,-7.15,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
정상제이엘에스,연결,당기순이익(억원),133.02,133.15,76.06,,,,0%,-43%,-100%,#DIV/0!,#DIV/0!
정상제이엘에스,연결,  전년동기대비(%),-2.43,0.1,-42.88,,,,-104%,-42980%,-100%,#DIV/0!,#DIV/0!
정상제이엘에스,연결,  컨센서스대비(%),,,-7.24,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
정원엔시스,연결,매출액(억원),"1,662.67","1,797.52","1,944.50",,,,8%,8%,-100%,#DIV/0!,#DIV/0!
정원엔시스,연결,  전년동기대비(%),-0.04,8.11,8.18,,,,-20375%,1%,-100%,#DIV/0!,#DIV/0!
정원엔시스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
정원엔시스,연결,영업이익(억원),6.77,28.46,15.62,,,,320%,-45%,-100%,#DIV/0!,#DIV/0!
정원엔시스,연결,  전년동기대비(%),-36.37,320.38,-45.12,,,,-981%,-114%,-100%,#DIV/0!,#DIV/0!
정원엔시스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
정원엔시스,연결,당기순이익(억원),12.01,17.01,9.46,,,,42%,-44%,-100%,#DIV/0!,#DIV/0!
정원엔시스,연결,  전년동기대비(%),44.18,41.63,-44.39,,,,-6%,-207%,-100%,#DIV/0!,#DIV/0!
정원엔시스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제너셈,연결,매출액(억원),596.03,564.54,687.38,,,,-5%,22%,-100%,#DIV/0!,#DIV/0!
제너셈,연결,  전년동기대비(%),-0.21,-5.28,21.76,,,,2414%,-512%,-100%,#DIV/0!,#DIV/0!
제너셈,연결,  컨센서스대비(%),,0.43,,-,-,-,#DIV/0!,-100%,#VALUE!,#VALUE!,#VALUE!
제너셈,연결,영업이익(억원),85.19,35.62,65.41,,,,-58%,84%,-100%,#DIV/0!,#DIV/0!
제너셈,연결,  전년동기대비(%),51.23,-58.19,83.63,,,,-214%,-244%,-100%,#DIV/0!,#DIV/0!
제너셈,연결,  컨센서스대비(%),,-50.25,,-,-,-,#DIV/0!,-100%,#VALUE!,#VALUE!,#VALUE!
제너셈,연결,당기순이익(억원),121.9,35.96,61.21,,,,-71%,70%,-100%,#DIV/0!,#DIV/0!
제너셈,연결,  전년동기대비(%),132.54,-70.5,70.22,,,,-153%,-200%,-100%,#DIV/0!,#DIV/0!
제너셈,연결,  컨센서스대비(%),,-49.35,,-,-,-,#DIV/0!,-100%,#VALUE!,#VALUE!,#VALUE!
제넥신,연결,매출액(억원),161.39,44.27,29.33,,,,-73%,-34%,-100%,#DIV/0!,#DIV/0!
제넥신,연결,  전년동기대비(%),-56.18,-72.57,-33.75,,,,29%,-53%,-100%,#DIV/0!,#DIV/0!
제넥신,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제넥신,연결,영업이익(억원),-336.79,-412.41,-372.46,,,,22%,-10%,-100%,#DIV/0!,#DIV/0!
제넥신,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제넥신,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제넥신,연결,당기순이익(억원),-568.31,-668.6,-637.06,,,,18%,-5%,-100%,#DIV/0!,#DIV/0!
제넥신,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제넥신,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제노레이,연결,매출액(억원),826.04,978.97,"1,069.82",,,,19%,9%,-100%,#DIV/0!,#DIV/0!
제노레이,연결,  전년동기대비(%),11.19,18.51,9.28,,,,65%,-50%,-100%,#DIV/0!,#DIV/0!
제노레이,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제노레이,연결,영업이익(억원),149.18,127.57,65.09,,,,-14%,-49%,-100%,#DIV/0!,#DIV/0!
제노레이,연결,  전년동기대비(%),-0.33,-14.49,-48.98,,,,4291%,238%,-100%,#DIV/0!,#DIV/0!
제노레이,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제노레이,연결,당기순이익(억원),139,123.56,-25.37,,,,-11%,-121%,-100%,#DIV/0!,#DIV/0!
제노레이,연결,  전년동기대비(%),-2.95,-11.11,적전,,,,277%,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제노레이,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제노코,연결,매출액(억원),507.05,551.12,568.31,,,,9%,3%,-100%,#DIV/0!,#DIV/0!
제노코,연결,  전년동기대비(%),11.1,8.69,3.12,,,,-22%,-64%,-100%,#DIV/0!,#DIV/0!
제노코,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제노코,연결,영업이익(억원),31.51,11.51,-21.71,,,,-63%,-289%,-100%,#DIV/0!,#DIV/0!
제노코,연결,  전년동기대비(%),-26.46,-63.47,적전,,,,140%,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제노코,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제노코,연결,당기순이익(억원),27.16,16.55,-30.88,,,,-39%,-287%,-100%,#DIV/0!,#DIV/0!
제노코,연결,  전년동기대비(%),-53.52,-39.06,적전,,,,-27%,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제노코,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제노텍,연결,매출액(억원),52.06,27.5,24.54,,,,-47%,-11%,-100%,#DIV/0!,#DIV/0!
제노텍,연결,  전년동기대비(%),-21.16,-47.18,-10.76,,,,123%,-77%,-100%,#DIV/0!,#DIV/0!
제노텍,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제노텍,연결,영업이익(억원),17.18,-5.08,-9.63,,,,-130%,90%,-100%,#DIV/0!,#DIV/0!
제노텍,연결,  전년동기대비(%),-46.19,적전,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제노텍,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제노텍,연결,당기순이익(억원),17.55,-2.63,-7.6,,,,-115%,189%,-100%,#DIV/0!,#DIV/0!
제노텍,연결,  전년동기대비(%),-44.39,적전,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제노텍,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제놀루션,연결,매출액(억원),380.85,97.61,71.36,,,,-74%,-27%,-100%,#DIV/0!,#DIV/0!
제놀루션,연결,  전년동기대비(%),-47.71,-74.37,-26.89,,,,56%,-64%,-100%,#DIV/0!,#DIV/0!
제놀루션,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제놀루션,연결,영업이익(억원),147.37,-70.91,-91.64,,,,-148%,29%,-100%,#DIV/0!,#DIV/0!
제놀루션,연결,  전년동기대비(%),-64.3,적전,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제놀루션,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제놀루션,연결,당기순이익(억원),146.02,-55.5,-72.09,,,,-138%,30%,-100%,#DIV/0!,#DIV/0!
제놀루션,연결,  전년동기대비(%),-57.54,적전,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제놀루션,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제닉,연결,매출액(억원),314.49,280.7,499.08,"1,182","1,633",,-11%,78%,137%,38%,-100%
제닉,연결,  전년동기대비(%),-18.12,-10.74,77.8,136.84,38.16,,-41%,-824%,76%,-72%,-100%
제닉,연결,  컨센서스대비(%),,,0.02,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제닉,연결,영업이익(억원),-31.73,-40.23,60.24,348,484,,27%,-250%,478%,39%,-100%
제닉,연결,  전년동기대비(%),적지,적지,흑전,477.69,39.08,,#VALUE!,#VALUE!,#VALUE!,-92%,-100%
제닉,연결,  컨센서스대비(%),,,-4.38,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제닉,연결,당기순이익(억원),-33.4,-44.11,75.63,283,385,,32%,-271%,274%,36%,-100%
제닉,연결,  전년동기대비(%),적지,적지,흑전,274.19,36.04,,#VALUE!,#VALUE!,#VALUE!,-87%,-100%
제닉,연결,  컨센서스대비(%),,,45.44,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제닉스,연결,매출액(억원),517.32,613,634.7,,,,18%,4%,-100%,#DIV/0!,#DIV/0!
제닉스,연결,  전년동기대비(%),49.64,18.5,3.54,,,,-63%,-81%,-100%,#DIV/0!,#DIV/0!
제닉스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제닉스,연결,영업이익(억원),18.67,31.89,43.06,,,,71%,35%,-100%,#DIV/0!,#DIV/0!
제닉스,연결,  전년동기대비(%),-3.76,70.81,35.03,,,,-1983%,-51%,-100%,#DIV/0!,#DIV/0!
제닉스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제닉스,연결,당기순이익(억원),4.05,31.32,60.46,,,,673%,93%,-100%,#DIV/0!,#DIV/0!
제닉스,연결,  전년동기대비(%),-84.06,673.33,93.04,,,,-901%,-86%,-100%,#DIV/0!,#DIV/0!
제닉스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제로투세븐,연결,매출액(억원),903.91,694.13,668.94,,,,-23%,-4%,-100%,#DIV/0!,#DIV/0!
제로투세븐,연결,  전년동기대비(%),4.65,-23.21,-3.63,,,,-599%,-84%,-100%,#DIV/0!,#DIV/0!
제로투세븐,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제로투세븐,연결,영업이익(억원),93.35,23.24,15.26,,,,-75%,-34%,-100%,#DIV/0!,#DIV/0!
제로투세븐,연결,  전년동기대비(%),29.91,-75.1,-34.34,,,,-351%,-54%,-100%,#DIV/0!,#DIV/0!
제로투세븐,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제로투세븐,연결,당기순이익(억원),41.27,9.64,5,,,,-77%,-48%,-100%,#DIV/0!,#DIV/0!
제로투세븐,연결,  전년동기대비(%),254.55,-76.64,-48.13,,,,-130%,-37%,-100%,#DIV/0!,#DIV/0!
제로투세븐,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제룡산업,연결,매출액(억원),593.08,408.96,293.28,,,,-31%,-28%,-100%,#DIV/0!,#DIV/0!
제룡산업,연결,  전년동기대비(%),58.51,-31.04,-28.29,,,,-153%,-9%,-100%,#DIV/0!,#DIV/0!
제룡산업,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제룡산업,연결,영업이익(억원),96.08,55.62,40.89,,,,-42%,-26%,-100%,#DIV/0!,#DIV/0!
제룡산업,연결,  전년동기대비(%),41.23,-42.11,-26.48,,,,-202%,-37%,-100%,#DIV/0!,#DIV/0!
제룡산업,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제룡산업,연결,당기순이익(억원),91.25,72.89,62.42,,,,-20%,-14%,-100%,#DIV/0!,#DIV/0!
제룡산업,연결,  전년동기대비(%),21.07,-20.12,-14.36,,,,-195%,-29%,-100%,#DIV/0!,#DIV/0!
제룡산업,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제룡전기,연결,매출액(억원),860.61,"1,839.41","2,627.36",,,,114%,43%,-100%,#DIV/0!,#DIV/0!
제룡전기,연결,  전년동기대비(%),76.42,113.73,42.84,,,,49%,-62%,-100%,#DIV/0!,#DIV/0!
제룡전기,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제룡전기,연결,영업이익(억원),159.83,701.52,978.45,,,,339%,39%,-100%,#DIV/0!,#DIV/0!
제룡전기,연결,  전년동기대비(%),"13,560.68",338.92,39.48,,,,-98%,-88%,-100%,#DIV/0!,#DIV/0!
제룡전기,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제룡전기,연결,당기순이익(억원),124.8,563.84,799.21,,,,352%,42%,-100%,#DIV/0!,#DIV/0!
제룡전기,연결,  전년동기대비(%),963.94,351.79,41.74,,,,-64%,-88%,-100%,#DIV/0!,#DIV/0!
제룡전기,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제우스,연결,매출액(억원),"5,090.16","4,028.71","4,907.86","4,078","4,720","5,100",-21%,22%,-17%,16%,8%
제우스,연결,  전년동기대비(%),27.01,-20.85,21.82,-16.91,15.74,8.05,-177%,-205%,-177%,-193%,-49%
제우스,연결,  컨센서스대비(%),1.14,-5.48,0.77,-,-,-,-581%,-114%,#VALUE!,#VALUE!,#VALUE!
제우스,연결,영업이익(억원),462.99,71.45,491.72,176,470,640,-85%,588%,-64%,167%,36%
제우스,연결,  전년동기대비(%),85.84,-84.57,588.2,-64.21,167.05,36.17,-199%,-796%,-111%,-360%,-78%
제우스,연결,  컨센서스대비(%),-1.18,-41.59,-0.76,-,-,-,3425%,-98%,#VALUE!,#VALUE!,#VALUE!
제우스,연결,당기순이익(억원),352.11,100.25,431.11,150,400,530,-72%,330%,-65%,167%,33%
제우스,연결,  전년동기대비(%),116.58,-71.53,330.03,-65.21,166.67,32.5,-161%,-561%,-120%,-356%,-81%
제우스,연결,  컨센서스대비(%),-3.8,12.22,4.77,-,-,-,-422%,-61%,#VALUE!,#VALUE!,#VALUE!
제이브이엠,연결,매출액(억원),"1,419.78","1,570.85","1,594.34","1,747","1,866","1,963",11%,1%,10%,7%,5%
제이브이엠,연결,  전년동기대비(%),22.58,10.64,1.5,9.6,6.8,5.2,-53%,-86%,540%,-29%,-24%
제이브이엠,연결,  컨센서스대비(%),0.34,0.58,1.04,-,-,-,71%,79%,#VALUE!,#VALUE!,#VALUE!
제이브이엠,연결,영업이익(억원),219.91,297.71,306.75,360,395,431,35%,3%,17%,10%,9%
제이브이엠,연결,  전년동기대비(%),76,35.38,3.04,17.36,9.61,9.29,-53%,-91%,471%,-45%,-3%
제이브이엠,연결,  컨센서스대비(%),-1.97,3.73,0.9,-,-,-,-289%,-76%,#VALUE!,#VALUE!,#VALUE!
제이브이엠,연결,당기순이익(억원),157.56,262.44,288.44,319,354,386,67%,10%,11%,11%,9%
제이브이엠,연결,  전년동기대비(%),76.03,66.57,9.91,10.73,10.96,8.78,-12%,-85%,8%,2%,-20%
제이브이엠,연결,  컨센서스대비(%),-12.63,15.11,2.1,-,-,-,-220%,-86%,#VALUE!,#VALUE!,#VALUE!
제이스코홀딩스,연결,매출액(억원),841.43,553.49,283.68,,,,-34%,-49%,-100%,#DIV/0!,#DIV/0!
제이스코홀딩스,연결,  전년동기대비(%),-0.39,-34.22,-48.75,,,,8674%,42%,-100%,#DIV/0!,#DIV/0!
제이스코홀딩스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이스코홀딩스,연결,영업이익(억원),-61.91,-83.61,-146.86,,,,35%,76%,-100%,#DIV/0!,#DIV/0!
제이스코홀딩스,연결,  전년동기대비(%),적전,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이스코홀딩스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이스코홀딩스,연결,당기순이익(억원),-271.58,-243.83,-267.18,,,,-10%,10%,-100%,#DIV/0!,#DIV/0!
제이스코홀딩스,연결,  전년동기대비(%),적지,적지,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이스코홀딩스,연결,  컨센서스대비(%),,,,-,-,-,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#VALUE!
제이스텍,연결,매출액(억원),"1,439.40",720.87,636.33,,,,-50%,-12%,-100%,#DIV/0!,#DIV/0!
제이스텍,연결,  전년동기대비(%),75.88,-49.92,-11.73,,,,-166%,-77%,-100%,#DIV/0!,#DIV/0!
제이스텍,연결,  컨센서스대비(%),,6.72,,-,-,-,#DIV/0!,-100%,#VALUE!,#VALUE!,#VALUE!
제이스텍,연결,영업이익(억원),374.94,-3.71,-57.83,,,,-101%,1459%,-100%,#DIV/0!,#DIV/0!
제이스텍,연결,  전년동기대비(%),흑전,적전,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
제이스텍,연결,  컨센서스대비(%),,적전,,-,-,-,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
제이스텍,연결,당기순이익(억원),277.98,-15.18,-61.74,,,,-105%,307%,-100%,#DIV/0!,#DIV/0!
제이스텍,연결,  전년동기대비(%),419.49,적전,적지,,,,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!
